Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2020,2,Tucumán,52,97,49.028,54.537,34.184,2.246,74.377,2.635,217.156
2020,1,Buenos Aires,38.215,36.802,1.122.034,236.421,247.977,205.780,1.802.583,28.935,3.718.747
2020,1,Capital Federal,264,312,169.651,102.254,89.665,85.899,906.009,0,1.354.054
2020,1,Catamarca,63,0,8.838,7.543,9.558,408,10.299,2.151,38.860
2020,1,Chaco,308,928,23.291,19.976,29.851,10.416,28.539,6.917,120.226
2020,1,Chubut,158,109,69.586,12.957,7.756,1.240,614,4.500,96.920
2020,1,Córdoba,142,5.128,217.229,120.188,95.827,65.733,296.875,9.802,810.924
2020,1,Corrientes,72,527,33.479,21.382,26.679,7.351,19.467,4.780,113.737
2020,1,Entre Ríos,130,4.081,72.280,47.132,41.125,11.988,39.794,13.762,230.292
2020,1,Formosa,1.127,342,23.761,6.500,6.564,964,6.918,100,46.276
2020,1,Jujuy,55,182,33.120,9.979,26.693,166,7.349,16.545,94.089
2020,1,La Pampa,293,811,72.740,7.199,3.029,1.342,2.113,1.618,89.145
2020,1,La Rioja,21,1,37.209,5.158,4.640,22,1.294,0,48.345
2020,1,Mendoza,58,40,140.410,12.285,17.489,2.860,3.818,0,176.960
2020,1,Misiones,71,524,36.622,21.271,26.433,11.581,26.313,10.885,133.700
2020,1,Neuquén,218,327,60.152,5.257,7.123,5.399,43.738,0,122.214
2020,1,Río Negro,114,466,69.154,2.930,7.857,3.199,25.488,17.719,126.927
2020,1,Salta,129,514,38.537,63.714,17.991,8.625,34.744,6.441,170.695
2020,1,San Juan,48,194,59.787,1.594,1.292,40,127,4.779,67.861
2020,1,San Luis,105,0,11.322,4.164,525,58.258,5,36.075,110.454
2020,1,Santa Cruz,67,11,27.447,4.993,5.169,529,119,0,38.335
2020,1,Santa Fe,696,2.994,217.553,196.826,104.560,48.448,173.823,17.656,762.556
2020,1,Santiago Del Estero,133,1.779,33.086,56.884,3.737,135,2.799,4.501,103.054
2020,1,Tierra Del Fuego,11,1,22.976,5.024,1.834,196,518,7.046,37.606
2020,1,Tucumán,52,97,49.555,50.383,31.096,1.730,67.536,0,200.449
2019,4,Buenos Aires,33.489,27.537,1.177.446,262.297,247.106,452.570,1.465.133,20.676,3.686.254
2019,4,Capital Federal,307,15,177.098,110.218,110.852,205.810,753.805,0,1.358.105
2019,4,Catamarca,63,0,9.945,7.619,9.305,804,7.477,3.098,38.311
2019,4,Chaco,83,0,25.899,18.959,30.902,13.516,21.556,6.988,117.903
2019,4,Chubut,158,4,69.405,12.945,7.615,1.240,614,4.121,96.102
2019,4,Córdoba,142,0,232.781,118.232,109.330,114.111,221.742,10.350,806.688
2019,4,Corrientes,72,0,35.055,20.620,27.367,9.981,15.744,4.995,113.834
2019,4,Entre Ríos,47,0,88.203,44.511,42.962,18.976,30.153,14.178,239.030
2019,4,Formosa,1.127,191,24.606,6.319,6.788,1.766,5.671,243,46.711
2019,4,Jujuy,55,0,32.920,9.632,26.764,102,5.286,14.122,88.881
2019,4,La Pampa,293,313,76.747,6.900,1.951,1.287,1.342,1.566,90.399
2019,4,La Rioja,21,0,37.846,5.045,4.763,22,1.305,0,49.002
2019,4,Mendoza,746,9,145.139,12.955,15.237,2.165,2.628,6.901,185.780
2019,4,Misiones,71,0,39.664,20.840,27.305,15.626,20.799,11.508,135.813
2019,4,Neuquén,218,1,57.370,4.439,7.357,12.059,35.001,0,116.445
2019,4,Río Negro,114,0,71.847,2.797,8.558,6.968,19.837,17.019,127.140
2019,4,Salta,149,1,42.159,67.656,15.369,14.170,25.821,7.120,172.445
2019,4,San Juan,48,1,60.626,1.594,1.292,40,127,1.246,64.974
2019,4,San Luis,105,0,11.901,4.164,525,55.216,3,36.287,108.201
2019,4,Santa Cruz,67,0,32.368,4.346,2.224,7,8,350,39.370
2019,4,Santa Fe,698,0,230.234,190.664,113.527,70.998,135.576,27.472,769.169
2019,4,Santiago Del Estero,133,908,34.911,56.309,3.756,105,2.449,5.017,103.588
2019,4,Tierra Del Fuego,11,0,23.593,5.050,1.848,139,1.962,7.789,40.392
2019,4,Tucumán,55,0,54.544,52.017,28.916,6.405,56.707,0,198.644
2019,3,Buenos Aires,238.920,44.648,1.432.722,222.812,260.506,483.572,1.246.209,42.294,3.971.683
2019,3,Capital Federal,104,368,269.704,120.924,138.011,258.591,655.108,0,1.442.810
2019,3,Catamarca,34,43,14.449,9.285,6.333,72,15,2.151,32.382
2019,3,Chaco,69,1.216,32.764,28.198,13.336,12.987,16.740,6.917,112.227
2019,3,Chubut,74,840,62.680,13.033,7.171,1.240,614,4.500,90.152
2019,3,Córdoba,83,5.824,240.151,106.651,118.486,146.247,157.546,7.353,782.341
2019,3,Corrientes,10,597,42.231,29.628,10.348,10.388,12.674,4.780,110.656
2019,3,Entre Ríos,19,4.446,99.656,56.161,17.064,21.216,22.645,15.107,236.314
2019,3,Formosa,1.110,349,24.943,6.049,7.117,2.262,4.443,100,46.373
2019,3,Jujuy,27,885,31.722,9.240,26.835,56,3.671,16.545,88.981
2019,3,La Pampa,237,3.289,75.849,5.922,1.611,1.359,941,1.618,90.826
2019,3,La Rioja,9,10,38.657,4.786,4.887,22,1.307,0,49.678
2019,3,Mendoza,21,1.269,206.821,2.958,10.093,1.263,349,0,222.774
2019,3,Misiones,47,1.928,43.530,29.375,11.256,16.107,16.650,12.206,131.099
2019,3,Neuquén,45,2.258,62.909,4.586,9.597,16.923,28.458,122,124.898
2019,3,Río Negro,47,1.234,87.435,2.348,9.779,10.176,15.505,17.719,144.243
2019,3,Salta,49,900,43.160,62.230,14.309,11.418,12.357,7.515,151.938
2019,3,San Juan,22,171,68.315,2.245,1.267,41,128,4.779,76.968
2019,3,San Luis,57,100,18.643,5.113,467,62.242,5,36.075,122.702
2019,3,Santa Cruz,28,84,31.612,4.472,1.203,27,4,0,37.430
2019,3,Santa Fe,640,8.184,242.454,193.286,107.068,84.325,97.082,19.537,752.576
2019,3,Santiago Del Estero,39,1.832,35.554,55.172,3.612,86,1.836,34.501,132.632
2019,3,Tierra Del Fuego,6,14,32.133,4.692,1.756,82,226,9.648,48.557
2019,3,Tucumán,16,110,71.043,47.693,24.354,843,20.385,0,164.444
2019,2,Buenos Aires,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,43.438,3.870.807
2019,2,Capital Federal,74,1.027,281.370,124.087,239.691,296.155,475.991,,1.418.395
2019,2,Catamarca,34,43,16.631,8.670,6.049,34,10,2.151,33.622
2019,2,Chaco,69,1.383,38.488,26.431,16.789,15.348,9.904,1.492,109.904
2019,2,Chubut,66,3.952,69.032,10.049,1.495,74,165,4.500,89.333
2019,2,Córdoba,81,8.165,248.427,100.512,157.458,170.159,76.053,8.938,769.793
2019,2,Corrientes,10,3.012,40.424,27.774,13.114,11.928,7.119,6.080,109.461
2019,2,Entre Ríos,18,5.905,100.687,52.316,23.196,24.221,10.664,17.206,234.213
2019,2,Formosa,1.110,349,26.512,5.399,8.384,2.639,2.258,100,46.751
2019,2,Jujuy,27,940,26.233,8.441,26.700,27,2.600,21.765,86.733
2019,2,La Pampa,236,3.289,75.406,5.191,1.366,1.445,629,2.661,90.223
2019,2,La Rioja,9,11,39.819,4.297,4.857,13,1.298,,50.304
2019,2,Mendoza,20,2.522,205.165,2.971,10.092,1.256,234,,222.260
2019,2,Misiones,47,2.226,45.769,27.385,15.408,18.882,8.129,12.206,130.052
2019,2,Neuquén,302,3.038,61.776,4.688,17.318,21.210,14.132,422,122.886
2019,2,Río Negro,384,1.354,86.366,2.201,10.291,12.407,6.907,18.519,138.429
2019,2,Salta,49,974,59.638,36.923,16.961,14.059,6.461,7.585,142.650
2019,2,San Juan,22,213,60.913,2.177,785,7,4,6.119,70.240
2019,2,San Luis,57,102,16.575,4.964,467,57.236,5,37.977,117.383
2019,2,Santa Cruz,25,84,24.861,3.806,1.202,28,4,,30.010
2019,2,Santa Fe,321,8.427,300.124,125.176,129.741,100.131,49.865,22.323,736.108
2019,2,Santiago Del Estero,39,1.832,63.268,21.362,3.741,108,1.205,34.501,126.056
2019,2,Tierra Del Fuego,6,123,41.824,4.241,1.573,96,32,,47.895
2019,2,Tucumán,16,157,78.891,44.296,24.291,628,18.394,,166.673
2019,1,Buenos Aires,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,6.369,3.732.709
2019,1,Capital Federal,74,7.417,283.787,131.007,330.122,365.713,283.463,0,1.401.583
2019,1,Catamarca,34,1.708,18.761,6.443,5.606,29,7,2.151,34.739
2019,1,Chaco,69,3.801,38.719,25.632,18.965,12.393,6.368,1.035,106.982
2019,1,Chubut,66,3.938,71.077,6.571,787,74,165,0,82.678
2019,1,Córdoba,81,20.403,242.769,96.997,200.681,127.965,50.716,6.806,746.418
2019,1,Corrientes,10,6.470,38.402,26.562,15.498,9.688,5.029,0,101.659
2019,1,Entre Ríos,18,9.217,107.013,50.068,28.957,18.146,7.619,12.142,233.180
2019,1,Formosa,1.110,3.023,23.085,5.301,9.027,2.099,1.654,0,45.299
2019,1,Jujuy,27,2.817,30.727,7.811,4.021,30,1.141,37.162,83.736
2019,1,La Pampa,236,8.327,70.538,4.466,1.061,1.354,405,698,87.085
2019,1,La Rioja,9,1.169,40.285,4.088,5.216,17,869,0,51.653
2019,1,Mendoza,20,1.786,205.383,2.837,5.702,111,140,0,215.979
2019,1,Misiones,47,5.946,45.266,25.890,19.111,16.552,5.167,7.654,125.633
2019,1,Neuquén,1.328,3.055,52.360,1.781,21.452,17.135,11.026,6.105,114.242
2019,1,Río Negro,384,1.583,84.845,2.037,13.615,9.567,5.076,3.719,120.826
2019,1,Salta,49,4.232,59.244,36.473,22.910,10.861,2.242,1,136.012
2019,1,San Juan,22,229,62.380,266,520,3,2,560,63.982
2019,1,San Luis,57,120,21.380,53.214,345,6,2,23.577,98.701
2019,1,Santa Cruz,25,128,21.990,2.731,702,26,4,0,25.606
2019,1,Santa Fe,333,29.350,296.798,122.959,153.212,74.575,36.502,18.591,732.320
2019,1,Santiago Del Estero,39,3.372,62.895,20.691,3.959,85,494,0,91.535
2019,1,Tierra Del Fuego,6,131,38.851,3.623,641,80,29,0,43.361
2019,1,Tucumán,16,5.188,82.240,42.877,26.210,847,14.839,0,172.217
2018,4,Buenos Aires,134.673,73.761,1.422.463,194.426,577.679,949.093,265.386,19.125,3.636.606
2018,4,Capital Federal,74,7.388,283.281,143.309,330.496,437.662,186.810,0,1.389.020
2018,4,Catamarca,34,1.669,17.955,6.425,5.461,29,7,2.003,33.583
2018,4,Chaco,69,3.405,36.437,25.633,18.965,12.393,6.368,0,103.270
2018,4,Chubut,66,3.917,66.061,6.215,531,623,165,1.144,78.722
2018,4,Córdoba,81,24.102,228.475,97.277,201.639,128.053,48.809,8.903,737.339
2018,4,Corrientes,10,6.438,37.376,26.562,15.498,9.688,5.029,0,100.601
2018,4,Entre Ríos,18,8.769,94.780,50.027,29.002,18.146,7.612,13.693,222.047
2018,4,Formosa,1.110,3.074,22.962,5.285,9.027,2.092,1.654,0,45.204
2018,4,Jujuy,27,2.803,30.727,7.811,4.021,30,1.141,43.573,90.133
2018,4,La Pampa,241,7.727,70.508,3.661,978,1.328,270,923,85.636
2018,4,La Rioja,9,1.164,40.285,4.088,5.216,17,869,3,51.651
2018,4,Mendoza,20,1.463,197.450,2.494,4.726,19,132,0,206.304
2018,4,Misiones,47,5.981,43.267,26.019,19.226,16.566,5.167,0,116.273
2018,4,Neuquén,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.287,114.365
2018,4,Río Negro,384,1.225,83.412,643,13.440,9.569,5.070,3.094,116.837
2018,4,Salta,49,3.659,58.492,36.365,22.910,10.861,2.242,0,134.578
2018,4,San Juan,22,1.465,59.811,180,312,1,1,606,62.398
2018,4,San Luis,57,109,19.164,53.183,119,62,2,23.635,96.331
2018,4,Santa Cruz,25,115,23.107,779,206,1,4,531,24.768
2018,4,Santa Fe,335,31.397,276.301,121.009,152.039,74.432,36.427,28.450,720.390
2018,4,Santiago Del Estero,39,3.250,61.347,20.127,3.686,77,483,326,89.335
2018,4,Tierra Del Fuego,6,27,29.919,6.323,9.894,24,67,0,46.260
2018,4,Tucumán,16,5.244,82.089,42.766,26.111,847,14.839,92,172.004
2018,3,Buenos Aires,991,80.459,1.445.733,190.805,636.090,897.964,237.248,120.464,3.609.754
2018,3,Capital Federal,73,8.493,287.919,147.253,370.677,415.020,165.055,0,1.394.490
2018,3,Catamarca,34,1.994,18.475,6.358,5.320,34,7,2.151,34.373
2018,3,Chaco,70,3.503,38.729,24.916,20.335,11.085,5.667,1.035,105.340
2018,3,Chubut,67,3.951,91.096,6.162,531,623,164,0,102.594
2018,3,Córdoba,81,24.767,224.471,96.372,221.984,109.333,39.854,6.490,723.352
2018,3,Corrientes,11,6.754,38.364,24.953,16.601,8.357,4.419,0,99.459
2018,3,Entre Ríos,18,9.048,96.095,45.651,31.353,15.111,6.786,0,204.062
2018,3,Formosa,1.110,3.365,22.624,5.259,9.336,1.729,1.434,0,44.857
2018,3,Jujuy,345,3.020,29.048,7.756,4.066,39,623,0,44.897
2018,3,La Pampa,242,8.417,68.507,3.153,920,1.189,216,698,83.342
2018,3,La Rioja,9,1.291,40.647,4.138,5.425,20,339,0,51.869
2018,3,Mendoza,20,1.525,199.297,2.476,4.727,27,129,0,208.201
2018,3,Misiones,48,5.749,39.617,24.747,21.212,14.674,4.547,0,110.594
2018,3,Neuquén,1.396,2.244,55.822,1.647,23.785,15.218,9.718,6.105,115.935
2018,3,Río Negro,409,5.221,75.929,512,14.912,8.470,4.332,3.719,113.504
2018,3,Salta,116,3.721,61.795,32.782,25.582,9.224,502,0,133.722
2018,3,San Juan,22,1.326,62.525,180,312,3,1,0,64.369
2018,3,San Luis,57,109,19.170,52.940,119,63,2,1.902,74.362
2018,3,Santa Cruz,26,116,32.815,778,206,1,3,0,33.945
2018,3,Santa Fe,467,36.786,269.211,115.907,162.545,62.479,31.266,13.911,692.572
2018,3,Santiago Del Estero,41,2.550,60.260,19.116,3.806,64,265,0,86.102
2018,3,Tierra Del Fuego,6,187,41.569,2.270,231,24,13,0,44.300
2018,3,Tucumán,16,5.993,81.559,43.282,27.062,941,12.187,0,171.040
2018,2,Buenos Aires,1.009,81.354,1.459.443,295.457,816.056,536.049,199.589,113.357,3.502.314
2018,2,Capital Federal,73,9.234,290.291,219.166,445.345,264.805,142.253,0,1.371.167
2018,2,Catamarca,34,2.414,14.624,6.112,4.347,36,6,6.500,34.073
2018,2,Chaco,70,2.968,34.167,24.282,21.887,9.251,4.630,1.035,98.290
2018,2,Chubut,67,4.471,85.598,5.369,4,5,9,5.010,100.533
2018,2,Córdoba,81,21.779,219.630,102.596,244.291,78.852,34.950,8.110,710.289
2018,2,Corrientes,11,7.047,38.268,24.066,17.926,6.780,3.862,0,97.960
2018,2,Entre Ríos,18,8.179,94.459,44.570,34.281,12.012,5.920,0,199.439
2018,2,Formosa,1.110,3.568,22.409,5.176,9.727,1.313,1.243,0,44.546
2018,2,Jujuy,345,3.320,29.319,8.083,3.977,44,7,0,45.095
2018,2,La Pampa,244,8.797,68.083,2.409,965,969,179,698,82.344
2018,2,La Rioja,9,1.384,40.679,4.198,5.640,20,15,0,51.945
2018,2,Mendoza,20,1.658,164.596,515,266,17,72,33.788,200.932
2018,2,Misiones,48,6.092,39.489,23.569,23.747,11.888,3.866,0,108.699
2018,2,Neuquén,1.396,2.408,56.035,1.314,26.417,12.442,8.551,6.105,114.668
2018,2,Río Negro,409,5.298,75.056,523,16.480,6.663,3.725,3.975,112.129
2018,2,Salta,116,3.990,61.763,33.285,28.431,7.239,182,0,135.006
2018,2,San Juan,22,1.378,57.591,11,0,3,0,5.068,64.073
2018,2,San Luis,57,101,11.992,11,0,7,2,9.284,21.454
2018,2,Santa Cruz,26,120,28.600,655,100,1,3,4.267,33.772
2018,2,Santa Fe,744,34.267,262.603,112.143,175.540,50.525,26.512,22.257,684.591
2018,2,Santiago Del Estero,41,2.717,41.362,18.721,3.278,31,31,17.589,83.770
2018,2,Tierra Del Fuego,6,188,40.912,2.217,75,0,0,107,43.505
2018,2,Tucumán,16,6.735,79.899,44.968,27.059,1.084,8.784,1.305,169.850
2018,1,Buenos Aires,1.514,74.766,1.445.752,292.732,886.678,480.237,184.203,105.818,3.471.700
2018,1,Capital Federal,89,10.039,292.566,222.737,487.826,227.953,127.384,0,1.368.594
2018,1,Catamarca,34,2.896,14.770,6.145,3.539,41,4,6.500,33.929
2018,1,Chaco,70,3.261,32.516,24.488,23.296,8.219,3.897,1.035,96.782
2018,1,Chubut,67,4.314,83.161,5.358,4,5,9,5.010,97.928
2018,1,Córdoba,281,23.922,222.815,104.300,266.259,57.137,29.228,10.049,713.991
2018,1,Corrientes,11,5.005,37.152,24.038,19.068,5.890,3.256,0,94.420
2018,1,Entre Ríos,18,8.861,90.080,45.599,37.401,9.818,5.071,0,196.848
2018,1,Formosa,1.110,3.803,10.092,5.117,10.061,1.091,1.046,0,32.320
2018,1,Jujuy,345,4.807,27.219,8.044,3.925,49,4,0,44.393
2018,1,La Pampa,245,8.119,67.104,1.616,1.076,614,98,3.503,82.375
2018,1,La Rioja,9,1.485,40.680,4.217,5.831,19,1,0,52.242
2018,1,Mendoza,20,1.662,164.599,501,266,19,72,33.788,200.927
2018,1,Misiones,48,4.700,35.820,23.291,26.223,10.241,3.219,0,103.542
2018,1,Neuquén,1.396,2.367,59.468,1.311,29.012,9.709,7.378,6.105,116.746
2018,1,Río Negro,409,5.333,74.894,530,17.997,4.972,3.129,3.975,111.239
2018,1,Salta,116,4.459,60.334,33.088,30.771,5.145,88,0,134.001
2018,1,San Juan,22,1.058,57.078,11,0,3,0,5.068,63.240
2018,1,San Luis,57,101,11.920,11,0,7,2,9.284,21.382
2018,1,Santa Cruz,26,120,28.600,655,100,1,3,4.267,33.772
2018,1,Santa Fe,1.359,33.639,262.008,108.576,188.900,39.589,22.801,23.181,680.053
2018,1,Santiago Del Estero,41,2.910,41.298,18.914,3.449,33,2,17.589,84.236
2018,1,Tierra Del Fuego,6,307,33.987,2,0,0,0,107,34.409
2018,1,Tucumán,16,7.472,78.811,45.675,26.405,1.218,7.082,1.305,167.984
2017,4,Buenos Aires,3.865,55.046,1.551.194,264.645,712.513,335.140,151.747,114.182,3.188.332
2017,4,Capital Federal,314,31.411,517.018,284.040,458.120,178.396,114.939,0,1.584.238
2017,4,Catamarca,34,3.182,15.315,5.904,2.927,43,2,2.151,29.558
2017,4,Chaco,70,3.432,37.144,24.088,20.123,7.290,3.289,1.035,96.471
2017,4,Chubut,67,4.313,83.676,5.355,7,5,9,0,93.432
2017,4,Córdoba,291,25.411,280.837,102.892,217.602,40.898,24.251,8.429,700.611
2017,4,Corrientes,11,5.220,41.080,23.686,16.046,5.053,2.675,0,93.771
2017,4,Entre Ríos,1.685,9.078,95.466,45.189,30.010,7.958,4.113,0,193.499
2017,4,Formosa,1.110,4.061,13.220,4.867,6.996,977,824,0,32.055
2017,4,Jujuy,345,5.364,26.566,7.721,3.507,44,3,0,43.550
2017,4,La Pampa,310,8.729,66.053,1.227,792,391,81,3.503,81.086
2017,4,La Rioja,9,1.488,40.777,4.083,5.813,22,3,0,52.195
2017,4,Mendoza,26,1.656,177.646,438,278,29,81,0,180.154
2017,4,Misiones,1.053,3.900,41.723,23.131,22.262,9.091,2.735,0,103.895
2017,4,Neuquén,1.396,2.372,68.036,1.325,22.781,7.528,6.300,6.105,115.843
2017,4,Río Negro,409,5.598,81.078,485,12.502,3.447,2.440,3.719,109.678
2017,4,Salta,636,4.275,73.284,32.842,18.968,3.559,84,0,133.648
2017,4,San Juan,22,1.062,57.525,9,0,2,2,0,58.622
2017,4,San Luis,59,101,12.822,8,0,1,7,1.902,14.900
2017,4,Santa Cruz,68,78,29.073,655,100,1,3,0,29.978
2017,4,Santa Fe,3.109,34.132,309.998,108.939,151.329,30.736,19.602,14.119,671.964
2017,4,Santiago Del Estero,41,3.091,43.544,18.773,3.359,32,2,0,68.842
2017,4,Tierra Del Fuego,6,310,31.334,2,0,0,0,0,31.652
2017,4,Tucumán,105,8.164,78.750,45.241,24.318,1.303,4.367,0,162.248
2017,3,Buenos Aires,6.577,51.411,1.733.479,311.652,676.137,140.812,108.400,0,3.028.468
2017,3,Capital Federal,283,33.924,590.689,311.411,426.300,120.675,91.917,0,1.575.199
2017,3,Catamarca,52,3.204,15.383,5.758,2.563,50,1,0,27.011
2017,3,Chaco,95,3.496,40.059,23.008,20.307,3.827,2.004,0,92.796
2017,3,Chubut,436,3.989,71.843,2.336,3,0,0,0,78.607
2017,3,Córdoba,327,26.154,309.161,100.113,189.302,38.131,16.741,0,679.929
2017,3,Corrientes,24,5.629,44.305,22.785,15.576,2.635,1.607,0,92.561
2017,3,Entre Ríos,1.691,7.545,98.032,42.947,29.011,3.878,2.397,0,185.501
2017,3,Formosa,1.063,3.716,13.752,5.187,6.056,899,459,0,31.132
2017,3,Jujuy,337,5.723,26.835,7.369,2.962,41,2,0,43.269
2017,3,La Pampa,343,8.244,64.794,855,588,327,51,0,75.202
2017,3,La Rioja,16,1.497,40.882,3.899,5.604,23,3,0,51.924
2017,3,Mendoza,32,95,158.461,115,67,29,19,0,158.818
2017,3,Misiones,1.058,4.123,42.900,22.808,23.913,3.843,1.881,0,100.526
2017,3,Neuquén,2.036,1.457,72.532,1.034,20.213,7.067,4.937,0,109.276
2017,3,Río Negro,422,5.641,83.900,306,10.116,2.965,1.659,0,105.009
2017,3,Salta,645,4.494,78.830,32.433,14.620,2.315,63,0,133.400
2017,3,San Juan,31,1.077,57.582,1,0,2,2,0,58.695
2017,3,San Luis,63,3,12.325,7,0,1,7,0,12.406
2017,3,Santa Cruz,188,23,29.102,542,66,33,1,0,29.955
2017,3,Santa Fe,3.116,34.019,320.017,104.453,125.339,24.536,12.982,0,624.462
2017,3,Santiago Del Estero,69,3.288,40.435,18.489,3.047,30,2,0,65.360
2017,3,Tierra Del Fuego,9,297,33.858,0,0,0,0,0,34.164
2017,3,Tucumán,109,8.948,83.070,45.302,20.514,1.361,655,0,159.959
2017,2,Buenos Aires,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,0,2.976.720
2017,2,Capital Federal,556,35.663,726.223,304.970,378.571,80.234,37.977,0,1.564.194
2017,2,Catamarca,15,3.318,15.655,5.325,2.342,47,1,0,26.703
2017,2,Chaco,191,3.733,42.590,22.349,18.044,3.157,545,0,90.609
2017,2,Chubut,403,4.186,73.760,1.880,0,0,0,0,80.229
2017,2,Córdoba,251,26.862,370.865,88.479,146.683,20.351,5.069,0,658.560
2017,2,Corrientes,15,5.912,46.483,21.776,13.043,2.218,647,0,90.094
2017,2,Entre Ríos,1.680,7.944,104.422,41.800,23.524,2.604,823,0,182.797
2017,2,Formosa,1.486,3.419,14.787,4.795,4.583,749,139,0,29.958
2017,2,Jujuy,311,5.877,26.915,6.974,2.538,42,1,0,42.658
2017,2,La Pampa,356,8.633,59.045,558,336,244,21,0,69.193
2017,2,La Rioja,9,1.554,9.304,3.599,1.796,24,2,0,16.288
2017,2,Mendoza,109,24,177.203,92,50,5,22,0,177.505
2017,2,Misiones,1.011,4.447,47.244,22.033,21.599,2.892,570,0,99.796
2017,2,Neuquén,1.542,1.395,81.272,849,18.051,4.774,1.703,0,109.586
2017,2,Río Negro,973,5.606,88.085,245,7.990,1.921,559,0,105.379
2017,2,Salta,594,4.719,67.576,23.185,11.333,1.068,76,0,108.551
2017,2,San Juan,15,193,58.588,0,0,0,4,0,58.800
2017,2,San Luis,8,4,14.014,0,0,1,2,0,14.029
