Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2018,3,Santiago Del Estero,26,59,23,2,81,86
2018,3,Tierra Del Fuego,19,23,2,1,2,46
2018,3,Tucumán,161,9,110,252,315,171
2018,2,Buenos Aires,1,2,144,71,28,4
2018,2,Capital Federal,342,978,36,4,9,1
2018,2,Catamarca,27,4,15,1,2,34
2018,2,Chaco,54,41,562,2,1,99
2018,2,Chubut,59,20,1,14,7,101
2018,2,Córdoba,345,328,14,16,10,713
2018,2,Corrientes,57,40,201,1,32,98
2018,2,Entre Ríos,105,80,2,12,80,200
2018,2,Formosa,24,7,18,14,57,45
2018,2,Jujuy,34,11,23,640,43,45
2018,2,La Pampa,12,54,8,7,987,82
2018,2,La Rioja,17,35,13,253,35,52
2018,2,Mendoza,153,37,3,6,2,201
2018,2,Misiones,57,48,512,391,56,106
2018,2,Neuquén,47,53,998,13,3,116
2018,2,Río Negro,69,33,1,4,5,112
2018,2,Salta,78,53,678,234,1,134
2018,2,San Juan,54,5,826,3,1,64
2018,2,San Luis,11,8,368,16,2,21
2018,2,Santa Cruz,19,4,585,7,4,34
2018,2,Santa Fe,338,304,11,16,15,685
2018,2,Santiago Del Estero,26,56,23,2,81,84
2018,2,Tierra Del Fuego,19,23,531,1,2,45
2018,2,Tucumán,160,9,110,252,315,170
2018,1,Buenos Aires,1,2,134,64,31,3
2018,1,Capital Federal,350,968,36,3,9,1
2018,1,Catamarca,27,4,15,1,2,34
2018,1,Chaco,55,40,383,388,1,97
2018,1,Chubut,56,20,1,14,7,98
2018,1,Córdoba,349,327,13,13,11,714
2018,1,Corrientes,57,35,888,1,33,94
2018,1,Entre Ríos,107,76,4,11,80,197
2018,1,Formosa,24,7,17,2,57,32
2018,1,Jujuy,34,10,23,28,43,44
2018,1,La Pampa,11,51,8,11,2,83
2018,1,La Rioja,17,35,13,253,35,52
2018,1,Mendoza,153,37,3,6,2,201
2018,1,Misiones,56,47,328,5,56,104
2018,1,Neuquén,47,55,1,12,3,118
2018,1,Río Negro,69,32,1,4,5,111
2018,1,Salta,80,52,118,204,1,133
2018,1,San Juan,54,5,826,2,1,63
2018,1,San Luis,11,8,368,16,2,21
2018,1,Santa Cruz,19,4,2,7,3,34
2018,1,Santa Fe,342,300,11,12,15,680
2018,1,Santiago Del Estero,27,55,23,1,81,83
2018,1,Tierra Del Fuego,19,10,531,1,2,32
2018,1,Tucumán,159,9,107,368,50,168
2017,4,Buenos Aires,1,2,131,60,31,3
2017,4,Capital Federal,571,962,36,3,10,2
2017,4,Catamarca,27,263,11,1,2,30
2017,4,Chaco,55,40,389,380,1,97
2017,4,Chubut,56,15,1,14,7,93
2017,4,Córdoba,350,325,13,12,11,710
2017,4,Corrientes,57,35,894,1,35,94
2017,4,Entre Ríos,108,74,2,10,86,194
2017,4,Formosa,23,7,19,2,51,32
2017,4,Jujuy,34,10,20,28,34,44
2017,4,La Pampa,11,50,8,11,2,82
2017,4,La Rioja,17,35,14,253,31,52
2017,4,Mendoza,153,16,3,6,2,180
2017,4,Misiones,56,47,95,5,54,104
2017,4,Neuquén,47,54,1,12,3,117
2017,4,Río Negro,69,30,1,4,5,110
2017,4,Salta,81,50,127,158,1,133
2017,4,San Juan,54,451,812,2,1,59
2017,4,San Luis,11,1,335,17,2,15
2017,4,Santa Cruz,19,2,582,5,4,29
2017,4,Santa Fe,342,294,11,11,15,672
2017,4,Santiago Del Estero,27,40,19,1,80,69
2017,4,Tierra Del Fuego,19,7,530,1,2,29
2017,4,Tucumán,157,5,105,102,319,162
2017,3,Buenos Aires,1,2,125,35,39,3
2017,3,Capital Federal,583,941,33,3,10,2
2017,3,Catamarca,27,4,12,1,2,33
2017,3,Chaco,55,37,456,36,1,94
2017,3,Chubut,56,6,1,14,7,84
2017,3,Córdoba,345,319,11,7,15,697
2017,3,Corrientes,56,34,947,1,27,93
2017,3,Entre Ríos,108,70,2,6,63,185
2017,3,Formosa,23,7,428,2,12,32
2017,3,Jujuy,34,9,20,23,8,43
2017,3,La Pampa,11,50,5,12,2,80
2017,3,La Rioja,17,35,14,252,25,52
2017,3,Mendoza,154,34,3,29,2,192
2017,3,Misiones,56,44,110,5,9,100
2017,3,Neuquén,48,52,1,12,3,116
2017,3,Río Negro,69,30,1,3,4,107
2017,3,Salta,81,50,127,158,1,133
2017,3,San Juan,54,5,816,1,1,62
2017,3,San Luis,11,8,347,26,2,22
2017,3,Santa Cruz,19,5,2,5,3,34
2017,3,Santa Fe,323,291,6,5,37,662
2017,3,Santiago Del Estero,28,54,19,911,35,83
2017,3,Tierra Del Fuego,22,7,622,1,2,31
2017,3,Tucumán,154,6,106,40,305,161
2017,2,Buenos Aires,1,2,119,22,24,3
2017,2,Capital Federal,615,932,39,3,11,2
2017,2,Catamarca,26,255,14,1,34,27
2017,2,Chaco,54,36,458,52,39,91
2017,2,Chubut,44,1,916,13,5,64
2017,2,Córdoba,342,303,4,6,2,658
2017,2,Corrientes,55,33,258,1,31,90
2017,2,Entre Ríos,108,68,254,6,71,183
2017,2,Formosa,22,6,17,1,13,30
2017,2,Jujuy,34,9,22,0,35,43
2017,2,La Pampa,13,48,5,6,511,73
2017,2,La Rioja,16,0,15,2,28,16
2017,2,Mendoza,153,13,3,27,2,171
2017,2,Misiones,57,43,103,5,9,100
2017,2,Neuquén,52,50,1,12,3,117
2017,2,Río Negro,67,29,961,3,1,102
2017,2,Salta,80,27,115,158,804,109
2017,2,San Juan,49,451,772,1,915,52
2017,2,San Luis,11,1,354,26,375,13
2017,2,Santa Cruz,15,3,1,5,2,26
2017,2,Santa Fe,330,228,3,5,1,567
2017,2,Santiago Del Estero,28,4,19,911,29,33
2017,2,Tierra Del Fuego,23,7,665,1,2,33
2017,2,Tucumán,149,5,116,14,45,154
2017,1,Buenos Aires,2,1,119,21,24,3
2017,1,Capital Federal,429,918,38,3,11,1
2017,1,Catamarca,26,248,14,1,34,26
2017,1,Chaco,54,34,252,52,39,89
2017,1,Chubut,44,999,916,13,5,64
2017,1,Córdoba,336,293,5,6,1,641
2017,1,Corrientes,55,32,236,1,31,89
2017,1,Entre Ríos,109,65,230,6,71,180
2017,1,Formosa,22,6,16,1,13,30
2017,1,Jujuy,34,9,22,0,34,43
2017,1,La Pampa,13,47,5,6,517,72
2017,1,La Rioja,16,0,15,2,28,16
2017,1,Mendoza,153,13,3,27,2,171
2017,1,Misiones,57,40,101,5,8,98
2017,1,Neuquén,52,48,1,12,3,115
2017,1,Río Negro,67,29,954,3,1,101
2017,1,Salta,80,27,114,158,679,108
2017,1,San Juan,49,451,772,1,907,52
2017,1,San Luis,11,1,354,26,375,13
2017,1,Santa Cruz,16,3,1,5,2,26
2017,1,Santa Fe,327,226,3,5,1,563
2017,1,Santiago Del Estero,30,4,19,911,29,34
2017,1,Tierra Del Fuego,23,7,665,1,2,33
2017,1,Tucumán,147,5,116,14,45,153
2016,4,Buenos Aires,2,1,119,21,24,3
2016,4,Capital Federal,435,915,38,3,11,1
2016,4,Catamarca,27,250,14,1,34,27
2016,4,Chaco,55,34,248,52,39,89
2016,4,Chubut,44,955,916,13,5,64
2016,4,Córdoba,337,289,3,6,789,637
2016,4,Corrientes,55,31,233,1,31,88
2016,4,Entre Ríos,109,64,226,6,71,180
2016,4,Formosa,22,6,16,1,13,30
2016,4,Jujuy,34,9,22,0,34,43
2016,4,La Pampa,13,47,5,6,522,72
2016,4,La Rioja,16,0,16,2,28,16
2016,4,Mendoza,153,13,3,27,2,171
2016,4,Misiones,58,39,100,5,8,97
2016,4,Neuquén,52,46,1,12,3,114
2016,4,Río Negro,67,28,954,3,1,101
2016,4,Salta,79,27,110,158,621,107
2016,4,San Juan,49,451,772,1,907,52
2016,4,San Luis,11,1,354,26,375,13
2016,4,Santa Cruz,16,3,1,5,2,26
2016,4,Santa Fe,327,226,3,5,1,562
2016,4,Santiago Del Estero,30,4,19,911,29,35
2016,4,Tierra Del Fuego,23,7,665,1,2,33
2016,4,Tucumán,147,4,116,14,45,152
2016,3,Buenos Aires,2,1,113,19,24,3
2016,3,Capital Federal,448,905,37,3,11,1
2016,3,Catamarca,27,248,14,1,18,27
2016,3,Chaco,56,33,232,2,15,89
2016,3,Chubut,44,935,916,13,5,64
2016,3,Córdoba,348,285,3,6,395,643
2016,3,Corrientes,56,31,217,1,22,88
2016,3,Entre Ríos,113,62,206,6,64,181
2016,3,Formosa,22,6,9,0,2,28
2016,3,Jujuy,34,8,22,0,30,43
2016,3,La Pampa,13,46,5,6,515,70
2016,3,La Rioja,17,0,15,2,22,17
2016,3,Mendoza,153,13,3,28,2,171
2016,3,Misiones,60,38,79,5,7,98
2016,3,Neuquén,52,45,1,12,3,113
2016,3,Río Negro,67,28,942,3,1,101
2016,3,Salta,81,26,90,157,565,108
2016,3,San Juan,49,451,770,1,903,52
2016,3,San Luis,11,1,354,23,371,13
2016,3,Santa Cruz,16,3,817,5,2,26
2016,3,Santa Fe,335,223,3,5,1,567
2016,3,Santiago Del Estero,32,4,19,3,8,36
2016,3,Tierra Del Fuego,23,6,665,1,2,32
2016,3,Tucumán,147,4,116,53,41,151
2016,2,Buenos Aires,2,1,113,21,26,3
2016,2,Capital Federal,451,892,37,2,13,1
2016,2,Catamarca,26,245,14,1,34,27
2016,2,Chaco,56,32,221,52,41,88
2016,2,Chubut,44,867,916,13,5,64
2016,2,Córdoba,349,278,2,6,1,635
2016,2,Corrientes,56,30,203,1,43,87
2016,2,Entre Ríos,113,59,169,6,193,178
2016,2,Formosa,22,6,6,1,14,29
2016,2,Jujuy,34,7,22,0,35,41
2016,2,La Pampa,13,45,5,6,547,69
2016,2,La Rioja,17,0,15,2,28,17
2016,2,Mendoza,153,13,3,29,2,171
2016,2,Misiones,60,36,77,5,15,96
2016,2,Neuquén,52,42,1,12,3,111
2016,2,Río Negro,67,28,939,3,1,101
2016,2,Salta,79,25,85,151,539,105
2016,2,San Juan,49,451,770,1,908,52
2016,2,San Luis,11,1,354,30,377,13
2016,2,Santa Cruz,15,3,396,5,3,26
2016,2,Santa Fe,336,219,3,5,1,564
2016,2,Santiago Del Estero,32,4,19,911,30,37
2016,2,Tierra Del Fuego,23,6,665,1,2,31
2016,2,Tucumán,145,3,116,58,49,149
2016,1,Buenos Aires,2,1,111,21,26,3
2016,1,Capital Federal,454,832,36,2,13,1
2016,1,Catamarca,26,243,15,1,34,26
2016,1,Chaco,56,30,211,52,41,87
2016,1,Chubut,44,834,916,13,5,64
2016,1,Córdoba,351,252,674,6,386,610
2016,1,Corrientes,55,28,192,1,45,86
2016,1,Entre Ríos,113,55,146,6,193,175
2016,1,Formosa,22,5,5,1,14,28
2016,1,Jujuy,33,7,22,0,35,40
2016,1,La Pampa,13,42,5,6,549,66
2016,1,La Rioja,17,0,16,2,28,17
2016,1,Mendoza,153,13,3,34,2,171
2016,1,Misiones,60,33,70,5,15,93
2016,1,Neuquén,52,36,1,13,3,104
2016,1,Río Negro,67,27,937,3,1,100
2016,1,Salta,79,23,73,132,507,102
2016,1,San Juan,49,451,770,1,908,52
2016,1,San Luis,11,1,354,27,377,13
2016,1,Santa Cruz,16,3,396,5,2,26
2016,1,Santa Fe,338,205,3,5,1,552
2016,1,Santiago Del Estero,33,4,19,911,30,38
2016,1,Tierra Del Fuego,23,5,665,1,2,30
2016,1,Tucumán,144,2,116,74,49,147
2015,4,Buenos Aires,2,1,103,20,26,3
2015,4,Capital Federal,455,880,20,2,13,1
2015,4,Catamarca,26,242,15,1,34,26
2015,4,Chaco,57,29,186,52,41,87
2015,4,Chubut,44,811,916,14,5,64
2015,4,Córdoba,354,266,480,6,385,626
2015,4,Corrientes,56,28,177,1,45,85
2015,4,Entre Ríos,114,53,122,6,194,174
2015,4,Formosa,22,5,4,1,14,28
2015,4,Jujuy,33,7,22,0,35,40
2015,4,La Pampa,13,43,4,6,374,66
2015,4,La Rioja,17,0,16,2,28,17
2015,4,Mendoza,153,13,3,38,2,171
2015,4,Misiones,60,33,48,5,15,93
2015,4,Neuquén,52,39,1,13,3,107
2015,4,Río Negro,67,27,915,3,1,100
2015,4,Salta,79,22,47,129,554,102
2015,4,San Juan,49,451,770,1,908,52
2015,4,San Luis,11,1,354,30,377,13
2015,4,Santa Cruz,16,3,396,5,2,26
2015,4,Santa Fe,340,213,3,5,1,562
2015,4,Santiago Del Estero,34,4,19,1,30,39
2015,4,Tierra Del Fuego,23,4,665,1,2,30
2015,4,Tucumán,144,2,116,88,50,146
2015,3,Buenos Aires,2,1,114,20,26,3
2015,3,Capital Federal,455,871,31,2,13,1
2015,3,Catamarca,26,242,15,1,34,26
2015,3,Chaco,56,29,186,52,41,85
2015,3,Chubut,44,792,916,13,5,64
2015,3,Córdoba,352,264,1,5,389,623
2015,3,Corrientes,56,28,176,1,47,85
2015,3,Entre Ríos,114,52,122,6,197,172
2015,3,Formosa,22,5,2,899,14,28
2015,3,Jujuy,33,7,22,0,35,40
2015,3,La Pampa,13,42,4,6,557,65
2015,3,La Rioja,17,0,16,2,28,17
2015,3,Mendoza,153,13,3,42,2,171
2015,3,Misiones,60,32,46,5,15,92
2015,3,Neuquén,47,37,1,13,3,101
2015,3,Río Negro,67,27,917,3,1,100
2015,3,Salta,78,22,47,129,645,101
2015,3,San Juan,49,451,770,1,908,52
2015,3,San Luis,11,1,354,31,377,13
2015,3,Santa Cruz,16,3,396,5,2,26
2015,3,Santa Fe,337,210,4,4,1,557
2015,3,Santiago Del Estero,34,4,19,1,30,39
2015,3,Tierra Del Fuego,23,8,665,1,2,34
2015,3,Tucumán,143,1,116,88,50,144
2015,2,Buenos Aires,2,1,116,19,26,3
2015,2,Capital Federal,453,858,20,2,13,1
2015,2,Catamarca,25,242,15,1,34,26
2015,2,Chaco,56,28,179,52,41,84
2015,2,Chubut,44,762,916,13,5,63
2015,2,Córdoba,348,256,435,5,386,610
2015,2,Corrientes,55,27,157,1,47,83
2015,2,Entre Ríos,113,50,119,6,197,169
2015,2,Formosa,21,5,2,737,50,27
2015,2,Jujuy,32,5,22,0,35,38
2015,2,La Pampa,13,41,4,6,562,64
2015,2,La Rioja,16,0,16,2,28,17
2015,2,Mendoza,153,13,3,38,2,171
2015,2,Misiones,59,29,37,5,15,89
2015,2,Neuquén,47,34,1,13,3,98
2015,2,Río Negro,67,26,916,3,1,99
2015,2,Salta,77,20,47,129,580,98
2015,2,San Juan,49,451,770,1,908,52
2015,2,San Luis,11,1,354,33,377,13
2015,2,Santa Cruz,15,3,396,5,2,26
2015,2,Santa Fe,333,205,3,4,1,546
2015,2,Santiago Del Estero,34,4,19,1,30,39
2015,2,Tierra Del Fuego,23,8,665,1,2,34
2015,2,Tucumán,140,479,116,88,50,141
2015,1,Buenos Aires,2,1,134,19,29,3
2015,1,Capital Federal,455,842,19,2,15,1
2015,1,Catamarca,25,241,16,1,41,25
2015,1,Chaco,55,26,164,27,56,81
2015,1,Chubut,46,717,906,13,5,65
2015,1,Córdoba,344,248,415,5,450,597
2015,1,Corrientes,55,25,129,1,62,82
2015,1,Entre Ríos,112,47,108,6,245,166
2015,1,Formosa,21,5,1,670,56,27
2015,1,Jujuy,32,5,22,0,36,37
2015,1,La Pampa,13,40,3,6,604,63
2015,1,La Rioja,16,0,16,2,33,16
2015,1,Mendoza,152,13,3,29,2,170
2015,1,Misiones,58,27,30,5,13,85
2015,1,Neuquén,48,32,1,12,3,96
2015,1,Río Negro,66,25,907,3,1,97
2015,1,Salta,76,20,47,129,574,97
2015,1,San Juan,48,451,755,1,1,52
2015,1,San Luis,11,1,351,30,412,13
2015,1,Santa Cruz,16,3,392,5,3,27
2015,1,Santa Fe,329,199,3,4,2,536
2015,1,Santiago Del Estero,34,4,19,1,35,39
2015,1,Tierra Del Fuego,22,8,657,1,3,33
2015,1,Tucumán,138,115,116,88,100,138
2014,4,Buenos Aires,2,1,121,18,32,3
2014,4,Capital Federal,456,840,17,2,15,1
2014,4,Catamarca,25,241,16,0,44,25
2014,4,Chaco,55,11,31,0,62,66
2014,4,Chubut,49,697,891,12,6,69
2014,4,Córdoba,345,240,419,4,486,590
2014,4,Corrientes,55,10,40,1,75,66
2014,4,Entre Ríos,112,23,57,5,260,141
2014,4,Formosa,21,5,1,0,65,26
2014,4,Jujuy,31,5,22,37,11,36
2014,4,La Pampa,16,34,514,6,648,57
2014,4,La Rioja,16,0,17,0,33,16
2014,4,Mendoza,152,13,3,31,2,170
2014,4,Misiones,58,19,16,150,15,77
2014,4,Neuquén,48,32,1,12,3,95
2014,4,Río Negro,66,24,901,4,2,96
2014,4,Salta,76,17,48,6,578,94
2014,4,San Juan,49,451,740,1,1,52
2014,4,San Luis,11,926,355,24,423,13
2014,4,Santa Cruz,18,448,388,4,3,26
2014,4,Santa Fe,335,183,3,6,2,529
2014,4,Santiago Del Estero,34,4,19,920,37,39
2014,4,Tierra Del Fuego,22,4,655,1,3,29
2014,4,Tucumán,137,97,116,13,105,137
2014,3,Buenos Aires,2,1,124,20,32,3
2014,3,Capital Federal,450,833,18,2,14,1
2014,3,Catamarca,24,244,15,0,47,25
2014,3,Chaco,53,10,29,1,59,64
2014,3,Chubut,49,668,882,12,7,69
2014,3,Córdoba,340,240,444,4,377,585
2014,3,Corrientes,53,9,31,1,65,64
2014,3,Entre Ríos,109,22,48,5,135,137
2014,3,Formosa,21,5,0,0,80,26
2014,3,Jujuy,30,4,22,37,13,34
2014,3,La Pampa,16,34,538,11,677,62
2014,3,La Rioja,16,0,14,1,37,16
2014,3,Mendoza,150,13,3,40,2,168
2014,3,Misiones,57,18,4,3,14,75
2014,3,Neuquén,54,31,1,13,3,102
2014,3,Río Negro,65,27,888,4,2,98
2014,3,Salta,74,18,43,109,580,93
2014,3,San Juan,48,451,731,1,1,52
2014,3,San Luis,11,925,355,25,438,13
2014,3,Santa Cruz,18,492,385,4,3,26
2014,3,Santa Fe,326,184,4,7,733,521
2014,3,Santiago Del Estero,33,4,19,768,41,38
2014,3,Tierra Del Fuego,22,3,650,1,3,29
2014,3,Tucumán,132,97,117,13,100,132
2014,2,Buenos Aires,2,1,120,17,33,3
2014,2,Capital Federal,448,828,18,2,15,1
2014,2,Catamarca,24,243,17,0,43,25
2014,2,Chaco,53,10,30,0,58,63
2014,2,Chubut,51,649,866,11,7,71
2014,2,Córdoba,338,235,351,4,374,577
2014,2,Corrientes,53,9,31,1,55,63
2014,2,Entre Ríos,109,22,49,5,133,136
2014,2,Formosa,21,5,0,0,78,26
2014,2,Jujuy,30,4,23,40,9,34
2014,2,La Pampa,16,33,513,6,689,56
2014,2,La Rioja,16,0,14,0,34,16
2014,2,Mendoza,149,13,2,36,2,167
2014,2,Misiones,57,18,4,150,8,75
2014,2,Neuquén,48,30,997,11,3,92
2014,2,Río Negro,65,25,876,4,2,96
2014,2,Salta,74,18,45,7,577,92
2014,2,San Juan,48,451,722,1,1,52
2014,2,San Luis,11,925,354,22,448,13
2014,2,Santa Cruz,19,448,381,4,3,27
2014,2,Santa Fe,324,178,3,6,636,512
2014,2,Santiago Del Estero,33,4,19,907,34,38
2014,2,Tierra Del Fuego,22,3,648,1,3,28
2014,2,Tucumán,132,97,121,13,98,132
2014,1,Buenos Aires,2,1,121,17,34,3
2014,1,Capital Federal,446,820,18,2,15,1
2014,1,Catamarca,24,46,17,0,43,24
2014,1,Chaco,53,9,30,0,58,63
2014,1,Chubut,51,539,866,11,7,70
2014,1,Córdoba,337,226,347,4,368,567
2014,1,Corrientes,53,8,31,1,55,62
2014,1,Entre Ríos,108,21,49,5,133,134
2014,1,Formosa,21,5,0,0,100,25
2014,1,Jujuy,30,4,23,0,9,34
2014,1,La Pampa,16,31,513,6,701,54
2014,1,La Rioja,16,0,14,0,34,16
2014,1,Mendoza,149,12,2,37,2,166
2014,1,Misiones,57,17,4,150,8,74
2014,1,Neuquén,48,28,997,10,3,90
2014,1,Río Negro,65,24,876,4,2,95
2014,1,Salta,73,18,45,8,568,91
2014,1,San Juan,48,434,722,808,1,51
2014,1,San Luis,11,428,354,21,448,13
2014,1,Santa Cruz,19,100,381,4,3,27
2014,1,Santa Fe,323,174,3,6,644,507
2014,1,Santiago Del Estero,33,4,19,915,34,37
2014,1,Tierra Del Fuego,22,3,648,1,3,28
2014,1,Tucumán,130,83,121,13,98,130
*,"Los datos provinciales no coinciden a nivel nacional, ya que se rincorporó información que no contien apertuta a nivel geográfico.",,,,,,,
